@relation Census_Income_database-weka.filters.unsupervised.attribute.Remove-R3

@attribute sex {Female,Male}
@attribute workclass {Private,Self-emp-not-inc,Self-emp-inc,Federal-gov,Local-gov,State-gov,Without-pay,Never-worked}
@attribute education {Bachelors,Some-college,11th,HS-grad,Prof-school,Assoc-acdm,Assoc-voc,9th,7th-8th,12th,Masters,1st-4th,10th,Doctorate,5th-6th,Preschool}
@attribute education-num numeric
@attribute marital-status {Married-civ-spouse,Divorced,Never-married,Separated,Widowed,Married-spouse-absent,Married-AF-spouse}
@attribute occupation {Tech-support,Craft-repair,Other-service,Sales,Exec-managerial,Prof-specialty,Handlers-cleaners,Machine-op-inspct,Adm-clerical,Farming-fishing,Transport-moving,Priv-house-serv,Protective-serv,Armed-Forces}
@attribute relationship {Wife,Own-child,Husband,Not-in-family,Other-relative,Unmarried}
@attribute race {White,Asian-Pac-Islander,Amer-Indian-Eskimo,Other,Black}
@attribute age numeric
@attribute capital-gain numeric
@attribute capital-loss numeric
@attribute hours-per-week numeric
@attribute native-country {United-States,Cambodia,England,Puerto-Rico,Canada,Germany,Outlying-US(Guam-USVI-etc),India,Japan,Greece,South,China,Cuba,Iran,Honduras,Philippines,Italy,Poland,Jamaica,Vietnam,Mexico,Portugal,Ireland,France,Dominican-Republic,Laos,Ecuador,Taiwan,Haiti,Columbia,Hungary,Guatemala,Nicaragua,Scotland,Thailand,Yugoslavia,El-Salvador,Trinadad&Tobago,Peru,Hong,Holand-Netherlands}
@attribute income_class {<=50K,>50K}

@data
Male,Private,Masters,14,Separated,Exec-managerial,Not-in-family,White,54,0,0,40,United-States,<=50K
Female,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,26,0,0,50,United-States,<=50K
Female,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,40,0,0,50,United-States,<=50K
Female,Federal-gov,Masters,14,Never-married,Prof-specialty,Other-relative,White,41,0,0,40,United-States,<=50K
Male,Self-emp-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,48,0,1902,50,United-States,>50K
Male,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,51,7298,0,40,United-States,>50K
Male,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,36,0,0,60,United-States,>50K
Female,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,35,0,0,40,United-States,<=50K
Female,Private,Masters,14,Divorced,Sales,Not-in-family,White,32,0,0,50,United-States,>50K
Male,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,39,0,0,52,United-States,<=50K
Female,Private,Masters,14,Widowed,Exec-managerial,Not-in-family,White,55,0,0,40,United-States,>50K
Male,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,26,0,0,40,United-States,<=50K
Female,Local-gov,10th,6,Divorced,Protective-serv,Unmarried,White,46,0,0,20,United-States,<=50K
Female,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Tech-support,Wife,White,70,0,0,24,United-States,<=50K
Female,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,20,0,0,30,United-States,<=50K
Male,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,46,0,0,10,United-States,<=50K
Male,Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,35,0,0,40,United-States,<=50K
Female,Private,HS-grad,9,Never-married,Other-service,Own-child,Black,20,0,0,40,United-States,<=50K
Male,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,57,99999,0,60,United-States,>50K
Male,?,10th,6,Married-civ-spouse,?,Husband,White,64,0,0,50,United-States,>50K
Male,Self-emp-not-inc,Masters,14,Married-civ-spouse,Sales,Husband,White,63,0,0,60,United-States,>50K
Female,Federal-gov,Some-college,10,Never-married,Adm-clerical,Own-child,Black,21,0,0,30,United-States,<=50K
Male,Local-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,43,0,0,45,United-States,>50K
Male,Private,Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,White,35,0,0,38,United-States,<=50K
Female,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,21,0,0,29,United-States,<=50K
Male,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,23,0,0,38,United-States,<=50K
Male,Private,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,35,0,0,45,United-States,<=50K
Male,Private,Assoc-voc,11,Never-married,Prof-specialty,Unmarried,Amer-Indian-Eskimo,28,0,0,40,United-States,<=50K
Male,?,HS-grad,9,Married-civ-spouse,?,Husband,Black,61,0,0,40,United-States,<=50K
Male,Self-emp-not-inc,10th,6,Married-civ-spouse,Craft-repair,Husband,Black,45,0,0,40,Haiti,<=50K
Male,Local-gov,10th,6,Married-civ-spouse,Farming-fishing,Husband,White,73,0,0,5,United-States,<=50K
Male,State-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,33,0,0,40,United-States,<=50K
Female,Private,Assoc-voc,11,Separated,Other-service,Not-in-family,White,25,0,0,34,United-States,<=50K
Female,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,19,0,0,40,United-States,<=50K
Male,Private,11th,7,Married-civ-spouse,Transport-moving,Husband,White,42,0,0,47,United-States,<=50K
Male,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,27,7688,0,45,United-States,>50K
Female,Self-emp-inc,Bachelors,13,Never-married,Sales,Own-child,White,24,0,0,20,United-States,<=50K
Female,Private,Some-college,10,Never-married,Sales,Own-child,White,19,0,0,25,United-States,<=50K
Female,Private,HS-grad,9,Separated,Adm-clerical,Unmarried,White,36,0,0,38,United-States,<=50K
Male,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,41,0,0,50,United-States,>50K
Male,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,43,0,0,40,United-States,<=50K
Male,Local-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,40,0,0,35,United-States,>50K
Female,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,57,0,1876,38,United-States,<=50K
Female,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,58,0,0,40,United-States,<=50K
Female,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,22,0,0,35,United-States,<=50K
Male,Federal-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,39,0,0,48,United-States,<=50K
Male,Private,Preschool,1,Never-married,Adm-clerical,Not-in-family,White,24,0,0,40,Mexico,<=50K
Female,State-gov,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,29,4787,0,40,United-States,>50K
Male,State-gov,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,26,0,0,40,United-States,<=50K
Male,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,27,0,0,40,United-States,<=50K
Male,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,67,0,0,45,United-States,<=50K
Male,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,49,5013,0,50,United-States,<=50K
Female,Private,HS-grad,9,Married-civ-spouse,Priv-house-serv,Wife,White,47,0,0,35,United-States,>50K
Male,Self-emp-not-inc,11th,7,Married-civ-spouse,Sales,Husband,White,59,0,0,70,United-States,>50K
Male,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,23,0,0,40,United-States,<=50K
Male,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,35,3103,0,50,United-States,>50K
Male,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,48,0,0,55,United-States,<=50K
Male,Self-emp-not-inc,10th,6,Married-civ-spouse,Transport-moving,Husband,Black,33,0,0,50,?,<=50K
Male,Private,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,37,6849,0,80,United-States,<=50K
Male,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,29,0,0,60,United-States,<=50K
Female,Private,Masters,14,Never-married,Prof-specialty,Own-child,White,24,0,0,40,United-States,<=50K
Male,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,41,0,0,40,United-States,>50K
Male,Self-emp-not-inc,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,21,4865,0,35,United-States,<=50K
Male,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,26,0,0,35,United-States,<=50K
Male,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,54,0,1848,40,England,>50K
Male,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,60,0,0,25,United-States,<=50K
Male,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,38,0,0,40,United-States,<=50K
Male,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,19,0,0,40,United-States,<=50K
Female,Local-gov,Bachelors,13,Never-married,Prof-specialty,Unmarried,Black,41,0,0,40,United-States,<=50K
Male,Local-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,Black,37,0,0,40,?,<=50K
Male,Local-gov,Bachelors,13,Never-married,Other-service,Not-in-family,Black,37,0,0,60,United-States,<=50K
Male,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,22,0,0,35,United-States,<=50K
Male,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,33,15024,0,40,United-States,>50K
Male,?,Some-college,10,Never-married,?,Own-child,White,22,0,0,40,United-States,<=50K
Female,Local-gov,Some-college,10,Divorced,Adm-clerical,Unmarried,White,47,0,0,40,United-States,<=50K
Female,?,HS-grad,9,Divorced,?,Not-in-family,White,54,0,0,60,Germany,<=50K
Female,Private,Assoc-voc,11,Never-married,Exec-managerial,Unmarried,Amer-Indian-Eskimo,34,0,0,40,United-States,<=50K
Male,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,50,0,0,50,United-States,<=50K
Male,Private,9th,5,Married-civ-spouse,Other-service,Husband,White,35,0,0,32,United-States,<=50K
Female,?,Bachelors,13,Married-civ-spouse,?,Wife,Asian-Pac-Islander,41,0,0,5,Philippines,<=50K
Female,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,29,0,0,40,United-States,<=50K
Female,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,27,0,0,40,United-States,<=50K
Male,Self-emp-inc,Masters,14,Divorced,Prof-specialty,Not-in-family,White,44,0,0,40,United-States,<=50K
Female,Private,Some-college,10,Never-married,Other-service,Own-child,White,21,0,0,35,United-States,<=50K
Male,Private,HS-grad,9,Married-civ-spouse,Other-service,Other-relative,Asian-Pac-Islander,36,0,0,40,Philippines,<=50K
Male,Private,11th,7,Divorced,Machine-op-inspct,Not-in-family,White,38,0,0,40,United-States,<=50K
Female,Private,Assoc-voc,11,Divorced,Exec-managerial,Not-in-family,White,38,0,0,45,United-States,<=50K
Female,Self-emp-not-inc,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,38,0,0,32,United-States,<=50K
Female,?,Assoc-acdm,12,Divorced,?,Unmarried,White,41,0,0,10,Dominican-Republic,<=50K
Female,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,24,0,0,40,United-States,<=50K
Male,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,52,0,0,55,United-States,>50K
Male,?,7th-8th,4,Married-civ-spouse,?,Husband,White,64,0,0,40,United-States,<=50K
Male,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,52,0,0,30,Mexico,<=50K
Male,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,32,0,0,50,United-States,<=50K
Female,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,34,0,0,20,United-States,<=50K
Female,Private,11th,7,Never-married,Other-service,Own-child,White,18,594,0,30,United-States,<=50K
Male,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,45,0,0,40,United-States,<=50K
Male,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,24,0,0,40,United-States,<=50K
Male,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,43,0,0,40,United-States,>50K
Female,Private,Some-college,10,Divorced,Tech-support,Unmarried,Black,49,0,0,35,United-States,<=50K
Male,Self-emp-inc,Bachelors,13,Separated,Sales,Unmarried,White,68,0,0,70,Canada,<=50K
Female,State-gov,HS-grad,9,Never-married,Adm-clerical,Own-child,White,18,0,0,40,United-States,<=50K
Male,State-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,27,0,0,40,United-States,<=50K
Female,Private,10th,6,Never-married,Sales,Own-child,White,18,0,1719,16,United-States,<=50K
Male,Private,Some-college,10,Divorced,Craft-repair,Unmarried,White,33,0,0,40,United-States,<=50K
Male,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,48,0,0,40,United-States,>50K
Male,Private,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,Black,34,0,0,50,United-States,>50K
Female,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,41,0,0,45,United-States,<=50K
Male,Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,74,0,0,10,United-States,<=50K
Male,Private,HS-grad,9,Married-spouse-absent,Handlers-cleaners,Not-in-family,White,40,0,1669,40,United-States,<=50K
Male,Federal-gov,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,53,0,0,60,United-States,>50K
Male,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,47,0,0,52,United-States,>50K
Male,?,Some-college,10,Never-married,?,Own-child,White,20,0,0,40,United-States,<=50K
Female,Private,HS-grad,9,Divorced,Other-service,Unmarried,White,30,0,0,37,United-States,<=50K
Male,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,38,3325,0,40,United-States,<=50K
Male,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,44,0,0,44,United-States,>50K
Female,Private,Some-college,10,Separated,Craft-repair,Unmarried,White,48,0,0,40,United-States,<=50K
Male,?,HS-grad,9,Married-civ-spouse,?,Husband,White,36,0,0,15,United-States,<=50K
Male,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,20,0,0,40,United-States,<=50K
Female,Federal-gov,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,47,0,0,25,United-States,<=50K
Female,?,HS-grad,9,Widowed,?,Not-in-family,White,61,0,0,12,United-States,<=50K
Male,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,34,0,0,60,United-States,<=50K
Male,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,43,0,0,40,United-States,<=50K
Male,Self-emp-not-inc,HS-grad,9,Never-married,Craft-repair,Own-child,White,25,0,0,40,United-States,<=50K
Male,State-gov,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,51,0,0,40,United-States,>50K
Female,State-gov,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,50,0,0,39,United-States,<=50K
Male,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,42,0,0,40,United-States,<=50K
Female,Private,10th,6,Never-married,Other-service,Own-child,White,17,0,0,18,United-States,<=50K
Male,?,HS-grad,9,Married-civ-spouse,?,Husband,Asian-Pac-Islander,51,2105,0,20,South,<=50K
Female,Local-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,46,0,0,40,United-States,<=50K
Male,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,51,0,0,48,United-States,>50K
Female,Private,11th,7,Never-married,Other-service,Own-child,White,18,0,0,12,United-States,<=50K
Male,Private,Some-college,10,Never-married,Other-service,Own-child,White,21,0,0,15,?,<=50K
Female,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Wife,White,33,0,0,40,United-States,>50K
Male,Private,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,27,0,0,40,United-States,<=50K
Male,Local-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,36,0,0,50,United-States,>50K
Male,Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,31,0,0,40,United-States,<=50K
Female,?,HS-grad,9,Separated,?,Unmarried,White,27,0,0,50,United-States,<=50K
Male,Private,Some-college,10,Never-married,Transport-moving,Own-child,White,20,0,0,40,United-States,<=50K
Male,Self-emp-inc,HS-grad,9,Never-married,Sales,Unmarried,Asian-Pac-Islander,45,0,0,40,United-States,<=50K
Male,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,22,0,0,50,United-States,<=50K
Female,Local-gov,Bachelors,13,Never-married,Protective-serv,Not-in-family,White,40,0,0,40,United-States,<=50K
Male,State-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,25,0,0,20,India,<=50K
Female,Self-emp-not-inc,Some-college,10,Divorced,Craft-repair,Unmarried,White,40,0,0,38,United-States,<=50K
Male,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,48,0,1902,37,United-States,>50K
Male,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,30,0,0,20,United-States,<=50K
Male,Private,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,61,0,0,40,United-States,>50K
Male,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,49,0,0,50,United-States,<=50K
Male,Private,Some-college,10,Never-married,Craft-repair,Own-child,White,22,0,0,40,United-States,<=50K
Male,Private,HS-grad,9,Never-married,Other-service,Own-child,White,19,0,0,32,United-States,<=50K
Male,Private,Bachelors,13,Never-married,Sales,Own-child,White,26,0,0,50,United-States,<=50K
Male,State-gov,Some-college,10,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,27,0,0,50,South,<=50K
Male,Self-emp-inc,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,41,0,0,40,United-States,<=50K
Male,Federal-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,33,0,0,40,United-States,<=50K
Male,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,56,0,0,32,United-States,<=50K
Male,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,43,0,1902,40,United-States,>50K
Female,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,29,0,0,35,United-States,<=50K
Male,Self-emp-inc,11th,7,Married-civ-spouse,Sales,Husband,White,44,0,0,60,Portugal,>50K
Female,State-gov,Some-college,10,Divorced,Adm-clerical,Own-child,Other,37,0,0,40,United-States,<=50K
Male,Private,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,24,0,2339,43,United-States,<=50K
Female,?,HS-grad,9,Widowed,?,Not-in-family,White,65,0,0,40,United-States,<=50K
Male,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,38,0,0,40,United-States,<=50K
Male,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,35,0,0,45,United-States,>50K
Female,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,White,39,0,0,50,United-States,<=50K
Male,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,47,3103,0,60,United-States,>50K
Female,?,Masters,14,Divorced,?,Unmarried,White,47,0,0,35,?,<=50K
Male,State-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,51,3103,0,52,United-States,>50K
Male,Federal-gov,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,38,0,0,56,United-States,<=50K
Female,Private,Some-college,10,Widowed,Tech-support,Unmarried,White,44,0,0,38,United-States,<=50K
Female,Private,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,24,0,0,40,United-States,<=50K
Female,Private,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,41,0,0,40,United-States,<=50K
Female,Private,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,White,51,0,0,45,United-States,<=50K
Male,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,60,0,0,60,United-States,<=50K
Male,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,40,0,0,50,United-States,>50K
Male,?,HS-grad,9,Married-civ-spouse,?,Husband,White,72,0,0,32,United-States,<=50K
Female,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,27,0,0,55,United-States,<=50K
Male,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,36,0,0,48,United-States,>50K
Male,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,44,0,0,40,United-States,<=50K
Female,State-gov,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,33,0,0,40,United-States,<=50K
Male,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,53,0,0,40,United-States,<=50K
Male,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,43,0,1902,40,United-States,>50K
Male,Private,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,White,44,0,0,40,United-States,<=50K
Male,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,35,0,0,55,United-States,<=50K
Female,Federal-gov,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,52,0,0,40,United-States,<=50K
Female,Self-emp-not-inc,Assoc-acdm,12,Widowed,Prof-specialty,Unmarried,White,51,0,0,50,United-States,<=50K
Male,Private,9th,5,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,41,0,0,84,United-States,<=50K
Female,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,42,0,0,40,United-States,<=50K
Male,Federal-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,54,7298,0,35,United-States,>50K
Male,Self-emp-not-inc,10th,6,Married-civ-spouse,Craft-repair,Husband,White,31,0,0,48,United-States,<=50K
Female,Private,12th,8,Never-married,Sales,Own-child,Black,30,0,0,40,United-States,<=50K
Male,Private,Some-college,10,Never-married,Tech-support,Own-child,White,21,0,0,30,United-States,<=50K
Female,Private,Some-college,10,Separated,Adm-clerical,Not-in-family,White,29,0,0,40,United-States,<=50K
Female,Local-gov,HS-grad,9,Never-married,Adm-clerical,Own-child,White,37,0,0,35,United-States,<=50K
Male,?,HS-grad,9,Never-married,?,Not-in-family,White,27,0,0,35,?,<=50K
Female,Private,Some-college,10,Never-married,Other-service,Own-child,White,19,0,0,12,United-States,<=50K
Male,Self-emp-not-inc,11th,7,Never-married,Farming-fishing,Unmarried,White,33,0,0,40,United-States,<=50K
Male,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,72,0,0,40,Scotland,<=50K
